bedrooms,bathrooms,toilets,parking_space,title,town,state,price,lat,lon,town_state
6,7,7,8,Detached Duplex,Lekki,Lagos,410000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,7,5,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
1,5,5,4,Semi Detached Duplex,Ikeja,Lagos,160000000.0,6.5960605,3.340787,"Ikeja, Lagos"
3,2,2,2,Detached Bungalow,Ikorodu,Lagos,7500000.0,6.6191233,3.5041271,"Ikorodu, Lagos"
4,4,5,4,Detached Duplex,Ikeja,Lagos,160000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,160000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,5,4,Detached Duplex,Ikoyi,Lagos,680000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,4,Detached Duplex,Lekki,Lagos,73000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Ajah,Lagos,47000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,3,Terraced Duplexes,Lekki,Lagos,160000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,5,Detached Duplex,Lekki,Lagos,125000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,6,2,Terraced Duplexes,Lekki,Lagos,60000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Ikoyi,Lagos,280000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,6,6,6,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,140000000.0,6.458985,3.601521,"Lekki, Lagos"
6,7,7,5,Detached Duplex,Lekki,Lagos,290000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Magodo,Lagos,260000000.0,6.6180809,3.3777821,"Magodo, Lagos"
4,4,5,5,Detached Duplex,Lekki,Lagos,60000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,270000000.0,6.458985,3.601521,"Lekki, Lagos"
2,2,3,3,Detached Duplex,Ajah,Lagos,27000000.0,6.4694716,3.5623861,"Ajah, Lagos"
6,6,7,4,Detached Duplex,Lekki,Lagos,280000000.0,6.458985,3.601521,"Lekki, Lagos"
2,2,3,2,Terraced Duplexes,Lekki,Lagos,60000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Detached Duplex,Ajah,Lagos,65000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,6,6,5,Detached Duplex,Lekki,Lagos,115000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,57000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,4,Detached Duplex,Ajah,Lagos,100000000.0,6.4694716,3.5623861,"Ajah, Lagos"
6,6,6,8,Detached Duplex,Ikotun,Lagos,40000000.0,6.4516092,3.0884469,"Ikotun, Lagos"
4,4,4,4,Semi Detached Duplex,Ikoyi,Lagos,260000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,5,Detached Duplex,Ajah,Lagos,85000000.0,6.4694716,3.5623861,"Ajah, Lagos"
1,5,5,1,Block of Flats,Ajah,Lagos,12000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,8,Detached Duplex,Ikeja,Lagos,150000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,4,Detached Duplex,Ikoyi,Lagos,750000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,8,Detached Duplex,Lekki,Lagos,165000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Lekki,Lagos,173000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,4,4,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,6,Detached Duplex,Lekki,Lagos,68000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
1,1,1,4,Block of Flats,Magodo,Lagos,115000000.0,6.6180809,3.3777821,"Magodo, Lagos"
5,5,6,4,Detached Duplex,Ajah,Lagos,100000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,5,Detached Duplex,Ilupeju,Lagos,95000000.0,6.541497,3.362051,"Ilupeju, Lagos"
3,3,4,2,Terraced Duplexes,Ajah,Lagos,16500000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,4,Block of Flats,Alimosho,Lagos,45000000.0,6.58438825,3.257587569,"Alimosho, Lagos"
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,82000000.0,6.458985,3.601521,"Lekki, Lagos"
3,2,3,4,Semi Detached Duplex,Ikorodu,Lagos,60000000.0,6.6191233,3.5041271,"Ikorodu, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,195000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,3,Terraced Duplexes,Surulere,Lagos,55000000.0,6.48720145,3.353303586,"Surulere, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,165000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Detached Duplex,Lekki,Lagos,155000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Block of Flats,Maryland,Lagos,200000000.0,6.5731894,3.3699482,"Maryland, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,300000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
6,7,7,1,Detached Duplex,Lekki,Lagos,200000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Victoria Island (VI),Lagos,230000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
2,2,3,3,Block of Flats,Eko Atlantic City,Lagos,800000.0,6.416665,3.42166498,"Eko Atlantic City, Lagos"
3,3,4,5,Detached Bungalow,Lekki,Lagos,37000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,67000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,130000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,110000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Terraced Duplexes,Lekki,Lagos,55000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Ikoyi,Lagos,3800000000.0,6.456061,3.442218,"Ikoyi, Lagos"
3,5,5,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Terraced Duplexes,Lekki,Lagos,55000000.0,6.458985,3.601521,"Lekki, Lagos"
6,6,7,3,Detached Duplex,Isheri North,Lagos,150000000.0,6.638393,3.398146,"Isheri North, Lagos"
5,5,6,4,Detached Duplex,Ikeja,Lagos,160000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,4,Detached Duplex,Magodo,Lagos,165000000.0,6.6180809,3.3777821,"Magodo, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,7,Detached Duplex,Magodo,Lagos,190000000.0,6.6180809,3.3777821,"Magodo, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,58000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,320000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Ikeja,Lagos,120000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,4,Detached Duplex,Ajah,Lagos,85000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,4,Detached Duplex,Ikoyi,Lagos,650000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,6,6,5,Detached Duplex,Lekki,Lagos,240000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,280000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Ajah,Lagos,62000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,4,Terraced Duplexes,Lekki,Lagos,56000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,4,Detached Duplex,Lekki,Lagos,110000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,73000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Detached Duplex,Isheri North,Lagos,80000000.0,6.638393,3.398146,"Isheri North, Lagos"
5,5,6,4,Terraced Duplexes,Ikoyi,Lagos,260000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,8,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,7,5,Detached Duplex,Ajah,Lagos,85000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,3,Terraced Duplexes,Lekki,Lagos,57000000.0,6.458985,3.601521,"Lekki, Lagos"
2,5,5,4,Terraced Duplexes,Ajah,Lagos,35000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,6,5,4,Detached Duplex,Lekki,Lagos,270000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Lekki,Lagos,140000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,3,4,Terraced Duplexes,Lekki,Lagos,31000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,6,Terraced Duplexes,Victoria Island (VI),Lagos,170000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
4,4,5,5,Detached Duplex,Lekki,Lagos,240000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Terraced Duplexes,Ajah,Lagos,45000000.0,6.4694716,3.5623861,"Ajah, Lagos"
2,5,5,4,Block of Flats,Lekki,Lagos,50000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Detached Duplex,Ajah,Lagos,45000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,7,7,4,Detached Duplex,Lekki,Lagos,110000000.0,6.458985,3.601521,"Lekki, Lagos"
8,8,9,4,Block of Flats,Ajah,Lagos,25000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
3,4,4,3,Detached Bungalow,Ibeju Lekki,Lagos,24000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
4,4,5,4,Terraced Bungalow,Lekki,Lagos,47500000.0,6.458985,3.601521,"Lekki, Lagos"
6,4,4,4,Detached Duplex,Ikoyi,Lagos,2500000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,5,5,4,Detached Duplex,Ajah,Lagos,50000000.0,6.4694716,3.5623861,"Ajah, Lagos"
6,6,7,4,Detached Duplex,Isheri North,Lagos,80000000.0,6.638393,3.398146,"Isheri North, Lagos"
5,5,7,5,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,4,4,Detached Duplex,Lekki,Lagos,68000000.0,6.458985,3.601521,"Lekki, Lagos"
3,4,4,2,Terraced Duplexes,Ajah,Lagos,40000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,6,8,Detached Duplex,Lekki,Lagos,195000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Terraced Duplexes,Lekki,Lagos,45000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,2,Terraced Duplexes,Ajah,Lagos,47500000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,170000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,3,5,Detached Bungalow,Alimosho,Lagos,8500000.0,6.58438825,3.257587569,"Alimosho, Lagos"
4,4,4,4,Semi Detached Duplex,Ikoyi,Lagos,230000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,5,Semi Detached Duplex,Ikoyi,Lagos,320000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,7,1,Detached Duplex,Lekki,Lagos,450000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,5,Detached Duplex,Ajah,Lagos,70000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,4,6,6,Detached Duplex,Ikoyi,Lagos,400000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,4,5,2,Detached Duplex,Lekki,Lagos,70000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,260000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Amuwo Odofin,Lagos,100000000.0,6.45,3.26667,"Amuwo Odofin, Lagos"
6,6,8,4,Detached Duplex,Ikoyi,Lagos,1300000000.0,6.456061,3.442218,"Ikoyi, Lagos"
3,3,4,3,Terraced Duplexes,Lekki,Lagos,46000000.0,6.458985,3.601521,"Lekki, Lagos"
6,5,7,4,Detached Duplex,Lekki,Lagos,350000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,130000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,330000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,8,Terraced Duplexes,Ikeja,Lagos,800000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,6,8,Detached Duplex,Lekki,Lagos,200000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,155000000.0,6.458985,3.601521,"Lekki, Lagos"
7,7,8,5,Detached Duplex,Ikeja,Lagos,250000000.0,6.5960605,3.340787,"Ikeja, Lagos"
5,5,7,4,Detached Duplex,Lekki,Lagos,240000000.0,6.458985,3.601521,"Lekki, Lagos"
7,7,8,7,Detached Duplex,Ajah,Lagos,50000000.0,6.4694716,3.5623861,"Ajah, Lagos"
3,5,3,4,Terraced Duplexes,Lekki,Lagos,32000000.0,6.458985,3.601521,"Lekki, Lagos"
3,5,5,4,Block of Flats,Isolo,Lagos,40000000.0,6.514193,3.308678,"Isolo, Lagos"
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,60000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,5,Detached Duplex,Lekki,Lagos,70000000.0,6.458985,3.601521,"Lekki, Lagos"
7,7,8,8,Detached Duplex,Victoria Island (VI),Lagos,250000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
4,4,4,4,Detached Duplex,Victoria Island (VI),Lagos,800000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
3,3,4,3,Terraced Duplexes,Ajah,Lagos,65000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,4,Detached Duplex,Ikoyi,Lagos,280000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,6,6,4,Detached Duplex,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,36000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
4,4,5,4,Detached Bungalow,Lekki,Lagos,40000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Ajah,Lagos,90000000.0,6.4694716,3.5623861,"Ajah, Lagos"
2,2,2,2,Block of Flats,Ajah,Lagos,40000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,270000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Terraced Duplexes,Lekki,Lagos,53000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Block of Flats,Ikoyi,Lagos,4000000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,5,5,4,Detached Bungalow,Shomolu,Lagos,45000000.0,6.5335645,3.384163406,"Shomolu, Lagos"
3,3,4,4,Block of Flats,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Detached Duplex,Ibeju Lekki,Lagos,50000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
6,6,7,4,Detached Duplex,Ikoyi,Lagos,1300000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
3,5,3,3,Block of Flats,Ikoyi,Lagos,170000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,4,5,4,Detached Duplex,Ikeja,Lagos,130000000.0,6.5960605,3.340787,"Ikeja, Lagos"
1,5,5,4,Block of Flats,Lekki,Lagos,11000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Terraced Duplexes,Lekki,Lagos,160000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,8,Detached Duplex,Isolo,Lagos,65000000.0,6.514193,3.308678,"Isolo, Lagos"
4,4,5,6,Detached Duplex,Lekki,Lagos,190000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
3,3,3,6,Detached Bungalow,Ayobo,Lagos,12000000.0,6.5932476,3.2218279,"Ayobo, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Detached Duplex,Lekki,Lagos,160000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Terraced Duplexes,Ajah,Lagos,35000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,200000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Detached Duplex,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
3,5,3,4,Terraced Duplexes,Lekki,Lagos,32000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,3,1,Detached Bungalow,Ikorodu,Lagos,8500000.0,6.6191233,3.5041271,"Ikorodu, Lagos"
4,5,4,2,Terraced Duplexes,Victoria Island (VI),Lagos,300000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,85000000.0,6.458985,3.601521,"Lekki, Lagos"
4,3,4,2,Block of Flats,Victoria Island (VI),Lagos,7200000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
2,2,3,4,Block of Flats,Yaba,Lagos,22000000.0,6.51872745,3.374140765,"Yaba, Lagos"
3,4,4,1,Block of Flats,Alimosho,Lagos,75000000.0,6.58438825,3.257587569,"Alimosho, Lagos"
4,5,5,6,Detached Duplex,Ajah,Lagos,60000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,4,Detached Duplex,Lekki,Lagos,80000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,195000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,100000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,3,4,Terraced Duplexes,Lekki,Lagos,31000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Block of Flats,Ikoyi,Lagos,13000000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,5,Semi Detached Duplex,Lekki,Lagos,48600000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Ikoyi,Lagos,700000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,4,5,3,Detached Duplex,Lekki,Lagos,70000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Lekki,Lagos,138000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Detached Duplex,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,3,Terraced Duplexes,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
5,4,5,5,Detached Duplex,Ikoyi,Lagos,400000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
3,4,4,7,Detached Bungalow,Ejigbo,Lagos,16000000.0,6.554297,3.293272,"Ejigbo, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000.0,6.458985,3.601521,"Lekki, Lagos"
1,1,2,4,Block of Flats,Lekki,Lagos,400000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,3,Block of Flats,Victoria Island (VI),Lagos,130000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,5,4,Detached Duplex,Ikoyi,Lagos,1500000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,4,5,2,Detached Duplex,Lekki,Lagos,88000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,7,4,Detached Duplex,Lekki,Lagos,80000000.0,6.458985,3.601521,"Lekki, Lagos"
6,6,7,6,Detached Duplex,Ojodu,Lagos,90000000.0,6.625822,3.354006,"Ojodu, Lagos"
3,4,4,2,Terraced Duplexes,Ajah,Lagos,35000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,4,Detached Duplex,Victoria Island (VI),Lagos,250000000.0,6.4300279,3.4259904,"Victoria Island (VI), Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,145000000.0,6.458985,3.601521,"Lekki, Lagos"
5,6,6,4,Detached Duplex,Lekki,Lagos,330000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,3,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Terraced Duplexes,Ikoyi,Lagos,265000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,160000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,2,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Ojodu,Lagos,110000000.0,6.625822,3.354006,"Ojodu, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,390000000.0,6.458985,3.601521,"Lekki, Lagos"
4,5,5,4,Detached Duplex,Ikoyi,Lagos,300000000.0,6.456061,3.442218,"Ikoyi, Lagos"
5,5,6,5,Detached Duplex,Lekki,Lagos,150000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,300000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,7,8,Detached Duplex,Lekki,Lagos,400000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,4,Semi Detached Duplex,Ajah,Lagos,135000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,5,5,4,Detached Duplex,Lekki,Lagos,45000000.0,6.458985,3.601521,"Lekki, Lagos"
4,4,5,4,Detached Duplex,Lekki,Lagos,90000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,15000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,370000000.0,6.458985,3.601521,"Lekki, Lagos"
3,3,4,4,Semi Detached Bungalow,Ajah,Lagos,16000000.0,6.4694716,3.5623861,"Ajah, Lagos"
4,4,5,4,Terraced Duplexes,Lekki,Lagos,65000000.0,6.458985,3.601521,"Lekki, Lagos"
2,2,3,2,Semi Detached Bungalow,Ibeju Lekki,Lagos,12000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
5,5,6,5,Detached Duplex,Magodo,Lagos,220000000.0,6.6180809,3.3777821,"Magodo, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,75000000.0,6.458985,3.601521,"Lekki, Lagos"
4,3,4,4,Detached Bungalow,Alimosho,Lagos,27000000.0,6.58438825,3.257587569,"Alimosho, Lagos"
4,5,5,2,Terraced Duplexes,Lekki,Lagos,47000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Lekki,Lagos,110000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,5,4,Detached Duplex,Ikoyi,Lagos,750000000.0,6.456061,3.442218,"Ikoyi, Lagos"
1,5,5,4,Detached Bungalow,Ketu,Lagos,8000000.0,6.597338,3.390261,"Ketu, Lagos"
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000.0,6.458985,3.601521,"Lekki, Lagos"
5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0,6.4711251,3.814750442,"Ibeju Lekki, Lagos"
5,5,6,8,Detached Duplex,Ajah,Lagos,76000000.0,6.4694716,3.5623861,"Ajah, Lagos"
5,7,8,1,Detached Duplex,Ikoyi,Lagos,1100000000.0,6.456061,3.442218,"Ikoyi, Lagos"
4,4,5,4,Detached Duplex,Magodo,Lagos,80000000.0,6.6180809,3.3777821,"Magodo, Lagos"
